X,Y
1884.30197416909,2195811.74397293
8072.58754141547,1079975.80492735
6140.19545671777,2598882.13162099
3756.15344374107,2841766.60052785
54.7933095687768,3382600.25794709
7924.5454208306,5581.5085241329
895.855767272922,2115754.35720911
-2258.3523029545,3094676.79362027
-337.28912854199,2799601.93868961
2201.33431942506,2452439.92859135
-1047.01216000957,3057529.92168941
3400.14229252864,1421569.61315063
553.613784337947,904404.872226453
1212.87493501412,2839.94123991574
9177.88270407463,1920924.92089612
696.035560197692,2428062.22547595
4549.83967712634,1658363.47086929
-1150.74510708665,2886038.15137357
643.996097300566,1390820.33235621
-4624.06435493559,1925727.105196
1303.94154853564,2434643.94500425
10602.1494257154,2678392.90046091
-4872.26353923607,2439571.88711768
-1112.18644335208,1138624.74883146
-4100.24446784444,1508932.23974811
-3772.41275977028,3086962.83784619
-2578.05911233899,2238012.90989884
6993.72269775618,1891792.35707071
6885.67451238039,1614515.04587887
5200.62708782931,2589283.55678822
1837.75849858704,2354163.63913968
239.354669065593,3562737.6264474
5166.48236447304,3308105.35086174
6189.17069454763,1224834.47545461
2739.45244421954,2292206.44222541
9924.67592242636,540774.507797083
-1469.09164406967,803746.268766657
21236.3557284341,2439176.39883886
5830.36644558935,2257138.76558322
1994.79113794896,1355736.58164795
2639.24710674614,1070087.96900915
14018.8440998228,2518586.47252694
-4442.57801428725,2255063.46168203
-2475.25805897798,2436879.13088634
10773.978704273,1463665.18356496
2092.37213240272,2773974.11703161
478.377954205724,2690371.18109146
5318.39640171916,2109362.16980945
498.411541441987,1631647.47684621
3720.56224714402,2427207.80261938
2755.21455236353,1720599.08250293
-5190.00856651174,3228391.85887963
951.379889752017,1603428.07404935
9957.59267051396,1953923.41504424
6350.03715857769,1774195.3208149
13459.1608626864,3645537.40213605
-1569.91960903913,3168895.88971284
14189.4149485822,3107993.26998041
5217.01043401918,1955153.76163379
-1546.65568214856,1939067.94368455
3142.56411253915,1237329.16650794
5934.16837961645,2015611.88390569
8193.1736876372,1363150.51228565
1194.82881837674,2631434.50676757
2851.04049582796,2944046.84348538
-1538.83597206952,2219685.36950775
-551.430142763042,2811904.24400365
8090.71801661763,2545989.30336727
-2678.24014486471,629948.679392844
2436.42470557633,1301423.68818216
-1343.34370552214,3007787.47986578
740.186539769842,1226210.87877536
4088.33620558613,371768.001558547
-1481.48752943469,2776693.61855975
-6113.32764306315,2851678.84327083
-1646.62410161897,1589792.9698367
-1989.90747100053,2324691.90701122
941.421900983201,1711307.9111616
748.377208141843,1967766.10074715
5488.78744953492,3863806.19129142
-535.031465230899,1764039.57069434
931.324350957046,2288510.49072953
8542.06400684024,1675892.39801811
2514.9324672327,2531007.52567594
-1851.12897998792,3216679.29428652
-622.678671899288,1162363.66209687
9060.90223992422,872950.330822318
-1864.13458875776,3447838.35110078
5008.02876936767,2590538.84850421
2486.24709162274,2064691.33385044
-3615.93133355097,1869094.81000339
2052.08038300354,960840.070067527
324.389944286762,1641775.8614126
330.10843538036,2377898.90854353
-3413.57343090584,2129098.01054979
-1189.8653659708,2502758.31664794
962.780558618273,741368.7749758
688.649328789434,2331824.09985516
805.740587991233,873446.770641656
353.695116852214,2812696.44958776
1320.52136436654,2311106.03733326
5667.28250293656,1724204.86562497
8805.90900201577,2459937.50492397
1574.65880595096,765484.330984773
2610.93493514432,2182910.27008531
2040.35393855836,2134291.66978345
6547.79381236676,1948807.19834136
-3730.04210064895,1554429.05340871
7962.7780795061,1221685.20230495
2503.56032960343,2840479.42194921
-3242.38061513242,1348319.8684649
4595.16368291553,3859500.72559974
2415.20694794011,1368649.49254281
1486.52062074481,2036171.3507075
5559.73962118146,830377.838007242
1326.85318240563,6309.95662774812
17061.7393989111,1153709.96692735
-2021.82488296776,1743089.75769751
5418.66111516918,1865742.70676816
-248.901238451839,1683825.54705149
335.931905130114,1556243.53483987
3235.89381305718,409196.573224926
9357.37985403233,2403706.30240945
-1231.0991473348,2760565.09909359
-4467.57653081644,1408409.28221904
-2513.81299481685,1845173.56479771
194.426178033988,1785839.89638393
3938.61424685069,1714546.01361226
104.236272520095,1389409.51778061
3117.26660273058,1947977.56388418
1397.54650313214,3156375.07542896
6594.8970727757,3603953.903849
-2171.87325264097,2128523.24357875
6900.3355039165,1507214.09669892
-1603.01678851629,1961655.05733379
5198.95088562075,3951919.46763609
-475.668235601872,778827.124130293
8268.71400442343,2082743.7876478
9221.05347586786,1207248.17956449
2243.38506639093,982089.175721086
-3471.62976039154,1660114.19433278
622.685988420533,834493.00458543
507.667080210587,2102156.9516487
-1591.46514303936,2021453.03644066
5466.07311722441,2949245.99727828
-1606.35100528039,1429997.85065372
-1904.87962404302,2612835.67944123
4177.90771251477,1385660.5841995
16367.6931688071,1772893.26490348
-2196.97643616369,1297788.48274999
-500.929912892054,3895061.85038833
3094.71383808653,2761065.56331481
-1822.87723030741,2007791.23091005
-7197.29804844665,3386972.93142307
-3583.09308947215,2311654.14903122
6847.86661541786,2063768.16121505
2754.93733130994,1308977.43111225
540.925114489095,1402417.20207023
14384.330010282,3112323.50312678
4245.34418137995,2558.94614906297
12353.8594207651,757853.10599245
120.334459502192,1555186.43620323
9249.96081327499,2143236.03754559
2193.68880212864,4372.89789378403
1518.79250998182,2618732.48464611
-4637.63556211982,927004.420632791
9809.92273831903,2341821.39310453
15562.4523770942,2402969.1225692
-4967.81319612166,2559421.21748686
494.246359516445,997252.100881155
-2463.12157722727,1156544.03024107
10279.9741920327,2176099.13982835
17218.3586120262,2803254.8087613
9365.43503650235,5672.73530205996
3847.07674602709,1969020.4645054
1307.2752866793,2717476.23249773
1539.68466016454,3051249.10683066
-1576.59339197035,1925262.22965219
14289.8688993645,2432480.57554512
914.637141840794,2891053.81886075
2560.07240728459,2525337.75705432
346.240619923592,2199864.3837109
760.282302537031,2481641.13008134
14077.4834222647,1079630.80864046
7261.71867414263,2603352.6453262
6532.82778731261,974031.907091134
12256.7416367136,1375349.77397942
5682.76021767677,34337.9034802858
106.653839121322,1734462.03790209
5232.37400953304,2166685.41821891
3613.35834076377,2010726.2873741
758.975557862996,1756664.03823897
-4889.95984132087,2059680.30249148
2320.95124006731,1956325.83624845
5016.42034243922,2024971.08320303
1312.81611426379,2139595.09943243
2577.78077546178,2790398.90302869
-1056.47992174394,1399828.34182944
10567.8145489314,4068706.08612882
-2456.59883539334,2541907.96307797
3874.04615294685,2594970.34005684
1038.56989467631,1754348.42065496
10663.491650187,2635162.63217117
-6005.74827456268,1305672.6591595
-3856.72763753793,2264240.69376224
-4248.23631728449,1536916.80227151
4148.69052487343,1091404.92606999
17982.2697427473,983614.959851425
-5224.58479038417,3400555.50705079
-976.507923567966,2799145.60755154
3303.33917710595,2464324.74196204
342.845487057919,3231136.94607049
-1422.10037511368,1118024.17839323
527.147802497886,2353992.79351822
11394.403224582,1033060.06979501
4311.96455049114,1946968.11205314
-154.78186622676,2246406.06128703
3826.37260029144,2116463.8484239
2597.54082565935,3734606.29801944
-2030.90438959043,67441.3954908917
3916.6268729093,3067242.71802002
20619.1615844311,1058037.71328272
10782.1863257014,745744.619105623
-2622.07444537948,1111079.1991043
879.138879720005,1612096.42085927
211.371277227499,2029414.71995169
1050.30509996423,1935687.79190152
647.948781422361,2419703.31826557
-2132.14826322324,2755716.96972709
6900.73164594831,1085264.87752496
5536.77431454651,964347.955775797
46.1283698892221,1122768.51378035
5306.94897205077,976097.373520998
4460.41068364988,2058766.13447597
-3396.64072001601,2279450.07984731
8058.36128320877,5982.68422824297
823.58208108088,2146514.83597065
2240.74599332909,2509040.45178467
16353.3820210325,3067121.88630258
-2520.17589062316,1050123.89246378
210.854107156229,1579235.56277814
567.237999235935,583577.916308647
535.121230499302,3316820.6299375
5194.9684515757,2514530.21997654
9903.08658934118,3245940.05437785
2078.53569666063,2245858.50100309
4711.43574578389,2974375.23405249
15115.1149516227,739140.102075346
840.699335173835,709595.146872164
-570.006070608572,1977576.74443285
-2363.78105245676,2260960.76551995
2469.86992269884,1489410.2465407
-981.914844556159,24500.6433276597
-4506.6552664161,3349099.73383157
10930.5221500008,3226574.33428189
18883.2547657096,2484915.41799711
14212.170291802,2060381.39634627
1819.59610803316,2218167.58395033
7656.85018724833,2581165.50793876
10295.611127547,647243.201920634
-2749.03796325548,1270814.68066615
1119.13297806177,2167383.0985735
3793.90586816577,1821948.15302036
2555.13341501974,2138337.07056921
1319.53452067052,1777638.93633774
-19.8743705623128,1868748.06140914
-981.320108592379,2840620.33492125
7167.75336050264,726628.49451879
18356.8735929778,1137748.62034253
828.162325766818,2956875.36511226
4928.7497855548,1455.17157017506
-1095.16495384079,2675209.94101562
14681.9656233464,1730180.16016762
-1408.18045924776,2771589.36453324
6054.4351804964,1882211.00537474
-4016.35662791006,2400879.1180298
-4583.57851804929,1765301.45535617
2198.63592192774,2474665.36955374
8175.65206112233,2721259.59985418
15777.038300643,1797565.06439393
-1310.98165316668,2613290.57712811
-5083.21975696943,1178185.89397942
1674.16667887134,2304153.54107265
-1383.6712228943,2249532.16033268
2088.93595766764,1615989.45321621
442.536447806655,2995227.24872811
-947.187144956508,1701294.56217549
6413.7044233497,607494.799361563
2542.05645976683,5323.68390343581
1951.1933748073,2060060.77399438
4848.17389058783,2427553.76063568
-609.147758535342,21825.7535434406
-538.706924886188,1694052.43569649
8239.13894173795,1468318.11825947
-848.94393659864,2579981.949394
10315.8478809662,2610511.77037803
13152.4379235684,2719915.47155598
444.999265254781,1031377.26538896
1103.49366923524,2272463.36808501
5361.65579493587,2629385.9459057
-745.664826103515,1670134.48793627
3934.7670116737,2461935.12414957
3083.28107733578,1800995.97555166
6461.98879086462,2443270.57312664
201.868178979821,2091159.86121233
2887.10816614721,3098641.93433559
41772.234432648,1613584.4168997
3194.01982329399,2003421.2061546
1120.52215612337,2330765.35887276
9578.50195459477,1858720.16046281
18024.5821228317,814708.898954585
-2360.10616806629,2003073.88092738
5392.89486318075,2304610.32479328
3549.15062424821,2859313.49073254
-4065.1378443351,1946890.98414286
-2475.48764517025,1927682.79684629
-4186.56665485921,3321532.3080037
6617.96611317091,2532897.91797113
4231.28766957438,1681945.60422624
-98.7439613033712,548433.83913523
5490.09155322041,1557453.54675333
5283.45872962493,2548519.53243124
7181.31165870437,3177688.92031043
2092.95410569749,2440107.94039776
-1470.12615695589,2573422.09390452
7320.13394940157,3113507.60202751
8456.11263622958,1927475.93606678
2423.71592606104,3216445.75136948
1087.98122605474,2570975.91170092
956.855611174127,2212457.89026201
-1657.99375760757,2545669.92322246
-1819.67843578805,1138740.59033566
-1845.86170201423,2728466.84658107
4139.18863828151,1758314.21697097
1240.21916094959,2375929.15000276
8573.46914352181,1272672.58742489
9599.06419681221,2071133.77047443
6944.10329883138,1598360.52121891
8883.67328394239,3020803.86333435
2590.05412333706,1459371.04864171
8384.88835490271,1934954.5288979
3133.76032390377,1675752.56411388
-1113.40605460318,1151135.21828101
-2621.51280377385,1138504.69644349
-523.750388698303,1400358.04077844
305.540302817572,1986723.77327272
19741.2453372006,34379.9901721406
-6284.56239850919,1436097.75617425
6638.02360281996,1846328.19101841
3075.07732044211,2649979.28961596
13092.4307232835,3304513.47668857
-1510.74781199147,2921201.04874317
6060.32233182385,5286.91756754713
546.892356548957,2174255.03897148
5297.74041994127,2024988.71505129
-7454.79755828652,1641016.47946186
-950.015362094237,2050134.77750168
5377.03595437262,1543.32579920768
-2418.77770414759,2515817.35006677
-2733.64872624534,2163506.33320505
-1373.40103173965,2344087.07526527
10750.9937450686,1044860.01364197
268.160868563937,1334054.14017738
-3530.55371031053,3376548.1879887
13506.0902012117,2883713.25052772
1370.16685885411,2626843.93939768
7714.40776619878,1565518.53563816
13463.9947789408,2217897.24716709
17282.2876357091,871567.288501023
9868.40116217669,3118151.56730058
5924.7748009287,2701309.05550336
796.147958805515,2001151.86131424
1616.59952330326,3388290.13688689
-5531.67275378242,2668932.51472741
2217.1201475481,2372351.73314659
2937.79699248626,2141687.82144963
-7839.97230734314,3015471.64282735
12914.4234882983,1299141.611868
3406.03261253999,-131.279640736222
5911.91112140141,2610348.55782543
6465.54884796042,2830395.82867285
3032.40534863335,2917956.00501657
7834.0823133118,1386551.93596872
-3091.17061062296,1476211.31677469
2813.24550779683,1132904.86510704
-349.007497657512,1002412.7243509
8111.03476297829,3052670.43957928
3528.87804527699,2916313.63064727
-2866.65735316589,1440142.12739406
1843.41348739806,1830586.71204989
9753.04881517294,2472416.52363302
-4175.55477872079,2236947.96402048
5726.27351260866,2209128.67357963
8211.64872864423,864156.292101189
27.9463888765604,2049540.40811265
3306.50026279379,2358011.21338886
1148.48264860312,3170131.83513797
-775.065274641529,2787476.14704415
2837.91145531803,3478.23404402189
6508.19276263202,1079216.59822552
-885.806494402808,2538730.22213841
1796.87347817212,7746.6477144842
30077.867903382,3056194.6292459
13.361579337834,1515827.14188853
-1314.87248496123,1880423.83161335
4067.60519773806,3145820.50499775
553.394178790135,2618720.32568446
3493.63032689438,1704763.08668687
-3631.88677013059,2287211.14852467
7626.44075622439,1535748.94552406
-1372.79548123983,3181817.60228778
9553.70825531408,2517526.11027362
4362.46554587749,2412764.21777111
5945.5305597632,1296668.97583363
-2822.18273955623,3344436.45912389
-2217.89471535909,2199564.14362043
4841.11978055661,2274322.00756243
422.624237158976,1758936.32571089
16094.8156410544,3666053.20939142
-3826.52271149252,2874833.49683302
-678.358435619142,1157136.13087621
632.080705477412,1989666.16939853
-630.569244380022,1963924.79179242
-1502.28632858959,3119971.98206497
-4245.26181668522,1328906.84323316
10144.4443099341,1041626.14545629
8144.56350870026,828356.965498059
905.829318312426,1669954.62549191
3400.09851019466,2487118.92709921
-3409.09266887236,2242954.09929919
1297.85968623965,2712419.38003075
1226.70171402213,2787175.0711699
24279.5966801853,2032774.49562287
9593.19027632847,2092152.19526523
696.54416799355,1570030.35457046
20024.8439106087,1774312.01367062
4752.33940166369,1794867.57980939
3777.07012880962,1118275.054116
5602.13847327328,1771910.76667646
-301.727504523806,1957719.67922644
14581.1166122827,2017123.50855992
-4827.64463193774,3336155.16109425
-587.699656644421,2655647.63705672
-1580.72178166454,2109203.01024276
1266.93156957184,2129385.01260267
13760.8900168618,2211979.09363807
3213.36496472395,2297045.69849679
7759.9672248884,3698934.79668655
117.745169045607,2436408.79461456
3513.896579002,2656368.37813849
8185.81025299223,834051.224796382
-3677.09710875727,2642056.62456191
-1760.1001034217,2401215.80278343
2617.48225863475,2020890.50042298
6902.18571867926,2149693.34217905
957.077813109405,2631910.85561918
4506.50991212822,2532950.85380871
-709.384789156684,2704151.9856737
25318.9583787247,3648288.31217809
-1072.88647854664,3095869.56606342
-1874.21694044839,1622671.91479415
7419.78075029974,1508981.26652275
14451.9082465172,545215.24658216
10278.8774475596,1767407.44700826
4378.58727828101,2769235.94362974
5117.51597971908,2284163.66148742
-4168.74289346341,2756570.56359371
5332.85569566047,2491393.32495285
-5367.12393804352,1612598.57247404
5058.83390125553,5463.10411471845
-6489.811141337,2927786.16476704
5840.10411098225,1577802.99427184
5208.47743290264,894819.798204072
-3026.24158858268,1893077.87101162
12010.0536198339,2965071.41625578
12127.462970544,2840827.93152877
-1976.53955152825,2670619.73829996
-4604.81566410149,2551279.2843487
8467.52515358239,2991925.30202014
4936.41841699831,806322.887662382
699.482667699187,2318890.61628247
-2445.99907997355,2114696.98420351
11882.9382355887,2532957.12103857
15563.6232677773,1001725.38766156
-2531.33165493803,1862656.81229343
-1864.06126522592,1213979.02182196
-3634.17644457603,2801457.42774329
3681.83230833429,2247897.78941213
6380.96830030182,2650523.99115354
